Education,JoiningYear,City,Age,Gender,Experience
Masters,2017,New Delhi,26,Female,4
Bachelors,2013,Pune,26,Male,4
Bachelors,2017,Bangalore,28,Male,1
Bachelors,2013,Bangalore,26,Male,4
Bachelors,2015,Pune,28,Female,2
Bachelors,2017,New Delhi,28,Female,1
Bachelors,2016,New Delhi,27,Female,5
Bachelors,2018,Pune,27,Male,5
Bachelors,2014,Bangalore,29,Male,2
Bachelors,2015,Pune,28,Female,2
Bachelors,2017,Pune,26,Female,4
Masters,2017,New Delhi,28,Male,2
Bachelors,2017,Pune,26,Male,4
Bachelors,2017,Pune,26,Female,4
Bachelors,2018,Bangalore,26,Female,4
Bachelors,2014,Pune,30,Male,2
Masters,2017,New Delhi,29,Male,2
Masters,2017,Pune,26,Female,4
Masters,2015,New Delhi,28,Female,2
Bachelors,2016,Bangalore,30,Female,2
Bachelors,2012,Bangalore,26,Female,4
Bachelors,2014,Bangalore,29,Male,1
Bachelors,2012,Bangalore,26,Male,4
Bachelors,2018,Bangalore,26,Male,4
PHD,2018,New Delhi,29,Female,1
Masters,2013,New Delhi,26,Male,4
Masters,2015,Pune,30,Female,2
Bachelors,2018,Pune,26,Male,4
Masters,2013,New Delhi,29,Female,2
Bachelors,2016,Bangalore,29,Male,2
Bachelors,2013,Bangalore,28,Male,1
Bachelors,2017,Pune,26,Female,4
Masters,2017,Pune,30,Female,2
Bachelors,2015,Pune,30,Female,1
Masters,2017,New Delhi,29,Female,2
Bachelors,2015,Bangalore,30,Male,2
Bachelors,2015,Bangalore,27,Female,5
Bachelors,2017,Pune,27,Female,5
Bachelors,2014,Bangalore,30,Male,2
Bachelors,2014,Bangalore,26,Female,4
Masters,2013,New Delhi,26,Male,4
Bachelors,2013,New Delhi,29,Female,1
Bachelors,2018,New Delhi,27,Female,5
Bachelors,2014,Bangalore,29,Male,1
Bachelors,2017,Pune,26,Female,4
Masters,2015,Bangalore,27,Female,5
Masters,2017,New Delhi,29,Female,2
Masters,2017,Bangalore,26,Female,4
Bachelors,2015,Bangalore,28,Male,2
Bachelors,2013,Bangalore,27,Male,5
Bachelors,2014,New Delhi,28,Female,2
Bachelors,2012,Bangalore,29,Male,1
Bachelors,2016,New Delhi,28,Female,2
Masters,2012,New Delhi,26,Female,4
Bachelors,2014,Bangalore,26,Male,4
Bachelors,2017,Pune,28,Male,2
Bachelors,2012,Bangalore,27,Female,5
Bachelors,2018,Bangalore,28,Male,1
Bachelors,2015,Pune,26,Female,4
PHD,2016,Bangalore,29,Female,1
Masters,2018,Bangalore,30,Female,2
Bachelors,2014,Bangalore,28,Female,2
Masters,2017,New Delhi,30,Male,2
Bachelors,2012,Bangalore,30,Male,1
Masters,2017,New Delhi,30,Male,2
Bachelors,2017,New Delhi,26,Male,4
Bachelors,2017,Bangalore,28,Female,2
Masters,2013,New Delhi,26,Female,4
PHD,2015,New Delhi,29,Male,2
Masters,2017,New Delhi,27,Female,5
Bachelors,2016,Pune,30,Male,1
Bachelors,2012,Bangalore,26,Male,4
Bachelors,2014,Pune,29,Female,2
Bachelors,2016,Bangalore,30,Male,2
Bachelors,2013,Bangalore,27,Female,5
PHD,2015,New Delhi,29,Female,1
Bachelors,2012,Bangalore,27,Male,5
Bachelors,2018,Bangalore,30,Male,2
Masters,2017,Pune,29,Female,2
Masters,2016,Bangalore,29,Female,2
Bachelors,2017,Bangalore,27,Female,5
Bachelors,2017,Bangalore,28,Male,2
Bachelors,2017,Bangalore,27,Female,5
Bachelors,2012,New Delhi,29,Male,1
Bachelors,2017,Bangalore,26,Male,4
Bachelors,2013,Bangalore,28,Female,1
Bachelors,2013,Pune,29,Female,1
Bachelors,2015,Bangalore,27,Male,5
Bachelors,2016,Bangalore,30,Male,1
Bachelors,2013,New Delhi,30,Female,1
Masters,2017,Pune,27,Male,5
Masters,2017,Pune,29,Male,2
Bachelors,2016,New Delhi,29,Female,1
Bachelors,2014,Bangalore,26,Male,4
Bachelors,2014,Bangalore,26,Male,4
Bachelors,2015,New Delhi,28,Female,1
Bachelors,2013,Pune,28,Female,1
Bachelors,2016,Bangalore,27,Female,5
Bachelors,2017,Bangalore,26,Male,4
Bachelors,2014,New Delhi,30,Male,2
Bachelors,2015,Pune,30,Male,2
Bachelors,2016,Bangalore,27,Male,5
Bachelors,2015,Pune,26,Female,4
Bachelors,2014,New Delhi,30,Male,1
Masters,2017,Pune,26,Male,4
Bachelors,2016,Bangalore,27,Male,5
PHD,2017,Pune,28,Male,1
Bachelors,2015,New Delhi,30,Female,2
Bachelors,2016,Bangalore,29,Male,2
Bachelors,2012,Bangalore,28,Male,2
Bachelors,2014,Bangalore,30,Male,2
Bachelors,2013,Bangalore,27,Male,5
Masters,2017,Pune,30,Male,2
Bachelors,2012,Bangalore,30,Male,2
Masters,2017,New Delhi,26,Male,4
Bachelors,2014,Pune,26,Male,4
Bachelors,2013,Bangalore,29,Female,1
Bachelors,2015,Pune,29,Female,2
Bachelors,2013,Bangalore,28,Female,1
Masters,2016,Bangalore,29,Male,1
Masters,2016,New Delhi,26,Female,4
Bachelors,2015,Bangalore,26,Male,4
Bachelors,2016,Pune,26,Male,4
Masters,2015,New Delhi,27,Male,5
Bachelors,2012,Bangalore,28,Male,1
Masters,2017,Pune,27,Male,5
Masters,2015,Pune,29,Female,2
Bachelors,2012,Bangalore,28,Male,2
Bachelors,2012,Pune,28,Male,2
Bachelors,2015,Pune,27,Female,5
Masters,2017,Pune,29,Female,1
Bachelors,2014,Pune,28,Female,1
Masters,2012,New Delhi,29,Female,1
Bachelors,2015,Bangalore,30,Female,2
Masters,2017,Bangalore,26,Male,4
Bachelors,2012,Bangalore,26,Male,4
Bachelors,2013,Bangalore,30,Male,1
Masters,2017,New Delhi,30,Male,2
Bachelors,2015,Pune,27,Female,5
Bachelors,2016,Bangalore,28,Male,2
Bachelors,2017,Pune,26,Female,4
Masters,2015,New Delhi,26,Female,4
Bachelors,2015,Pune,26,Female,4
PHD,2013,New Delhi,27,Female,5
Bachelors,2014,Bangalore,27,Male,5
Bachelors,2013,New Delhi,29,Female,1
Masters,2017,Pune,29,Male,2
Bachelors,2016,Pune,28,Male,2
Bachelors,2013,Bangalore,26,Male,4
Bachelors,2013,Bangalore,29,Male,1
Bachelors,2016,Pune,29,Male,2
Masters,2016,New Delhi,26,Male,4
Bachelors,2015,Bangalore,30,Female,1
Bachelors,2014,Bangalore,26,Male,4
Bachelors,2013,Bangalore,27,Female,5
Bachelors,2016,Bangalore,29,Male,2
Bachelors,2016,Bangalore,29,Male,1
Masters,2014,New Delhi,29,Male,1
Bachelors,2014,Bangalore,27,Male,5
Bachelors,2012,Bangalore,27,Female,5
Bachelors,2015,New Delhi,26,Female,4
Bachelors,2015,Pune,28,Female,2
Bachelors,2015,Pune,28,Female,1
Bachelors,2018,Pune,28,Female,2
Bachelors,2015,Pune,28,Female,1
Bachelors,2015,Pune,29,Male,2
Bachelors,2013,Bangalore,27,Male,5
Bachelors,2014,Pune,27,Female,5
Bachelors,2014,Bangalore,27,Male,5
Bachelors,2016,Bangalore,30,Male,1
PHD,2015,New Delhi,28,Male,2
Bachelors,2014,Pune,29,Male,2
Bachelors,2015,Bangalore,29,Male,1
Bachelors,2013,Pune,30,Male,2
Bachelors,2013,Bangalore,28,Male,1
Bachelors,2015,Pune,29,Female,2
Bachelors,2017,Bangalore,30,Male,1
Bachelors,2012,Bangalore,27,Male,5
Masters,2017,New Delhi,27,Male,5
Bachelors,2018,Bangalore,29,Male,1
Masters,2012,New Delhi,30,Female,2
Masters,2016,New Delhi,28,Female,2
Bachelors,2016,Bangalore,26,Male,4
Bachelors,2012,Bangalore,28,Female,1
Bachelors,2018,Pune,27,Male,5
Bachelors,2014,Bangalore,29,Female,2
PHD,2017,Bangalore,27,Male,5
Bachelors,2017,Bangalore,29,Male,2
Bachelors,2014,Bangalore,28,Male,2
Bachelors,2014,Bangalore,26,Female,4
Bachelors,2012,Bangalore,28,Male,2
Masters,2018,Bangalore,28,Female,2
Bachelors,2017,Bangalore,28,Female,1
Bachelors,2015,Bangalore,28,Male,1
Bachelors,2014,New Delhi,29,Female,1
Masters,2017,New Delhi,28,Male,2
Masters,2017,New Delhi,29,Male,1
Bachelors,2014,Pune,29,Male,2
Masters,2013,New Delhi,26,Male,4
Bachelors,2014,Bangalore,30,Male,1
Bachelors,2013,New Delhi,26,Female,4
Bachelors,2014,Bangalore,29,Male,2
Masters,2016,Pune,29,Male,2
PHD,2016,Pune,28,Male,2
PHD,2015,Bangalore,29,Male,2
Bachelors,2014,Bangalore,28,Male,1
Bachelors,2015,Pune,26,Female,4
Bachelors,2015,Bangalore,28,Female,1
Bachelors,2015,Pune,28,Male,2
Bachelors,2016,New Delhi,26,Female,4
Bachelors,2014,Bangalore,29,Male,1
Bachelors,2013,Bangalore,30,Female,1
Bachelors,2015,Bangalore,29,Male,1
Bachelors,2012,Bangalore,26,Male,4
PHD,2017,New Delhi,29,Male,1
Masters,2017,New Delhi,29,Male,2
Bachelors,2015,Pune,30,Female,1
Bachelors,2012,New Delhi,26,Female,4
Bachelors,2013,Pune,30,Male,1
Bachelors,2012,Bangalore,30,Female,1
Bachelors,2015,New Delhi,26,Female,4
Bachelors,2015,Pune,28,Female,2
Bachelors,2014,Bangalore,29,Male,1
Bachelors,2013,Pune,28,Female,1
Bachelors,2016,Bangalore,28,Female,1
Masters,2018,New Delhi,30,Female,2
Bachelors,2018,Pune,29,Male,1
Bachelors,2016,Bangalore,30,Female,2
Bachelors,2015,Bangalore,26,Male,4
Masters,2017,Pune,27,Male,5
Masters,2017,Pune,26,Female,4
Masters,2017,New Delhi,26,Male,4
Bachelors,2017,Pune,30,Female,2
Bachelors,2012,Bangalore,28,Male,1
Bachelors,2014,Bangalore,28,Male,2
PHD,2015,Bangalore,29,Female,1
Masters,2015,New Delhi,26,Male,4
Bachelors,2017,Pune,30,Male,2
Bachelors,2014,New Delhi,28,Female,1
Bachelors,2013,Bangalore,30,Male,1
Bachelors,2016,Bangalore,27,Female,5
Bachelors,2014,Pune,28,Male,1
Bachelors,2015,Bangalore,30,Male,1
Bachelors,2013,New Delhi,27,Male,5
Bachelors,2017,Pune,27,Male,5
Masters,2017,New Delhi,28,Male,1
Masters,2017,New Delhi,27,Male,5
Masters,2014,New Delhi,27,Male,5
PHD,2014,New Delhi,27,Female,5
Bachelors,2015,Bangalore,29,Male,2
Bachelors,2012,Pune,27,Male,5
Bachelors,2017,Bangalore,30,Male,2
Bachelors,2014,Bangalore,27,Female,5
Bachelors,2014,Pune,26,Male,4
Bachelors,2012,Bangalore,29,Male,2
Bachelors,2012,New Delhi,30,Male,1
Bachelors,2015,Bangalore,27,Female,5
Masters,2017,New Delhi,30,Female,2
Masters,2018,New Delhi,29,Male,2
Bachelors,2015,Bangalore,28,Male,2
Bachelors,2013,Bangalore,26,Female,4
Masters,2016,New Delhi,27,Male,5
Bachelors,2014,Pune,26,Female,4
Bachelors,2017,Pune,27,Male,5
PHD,2013,New Delhi,30,Male,1
Masters,2018,Bangalore,26,Male,4
Bachelors,2012,Bangalore,26,Male,4
Bachelors,2013,Bangalore,26,Male,4
Bachelors,2015,New Delhi,26,Female,4
Bachelors,2016,Pune,29,Male,2
Bachelors,2018,Bangalore,29,Female,2
Bachelors,2016,Bangalore,28,Male,1
Masters,2012,Pune,30,Male,1
Bachelors,2014,Bangalore,30,Female,2
Bachelors,2013,Bangalore,27,Male,5
Bachelors,2014,Bangalore,29,Female,1
Bachelors,2013,Pune,28,Male,2
Bachelors,2014,Pune,29,Male,2
Bachelors,2012,Bangalore,30,Female,2
Bachelors,2018,Pune,28,Male,2
Bachelors,2012,Bangalore,30,Female,2
Masters,2017,New Delhi,30,Male,1
Bachelors,2014,New Delhi,27,Female,5
Masters,2014,New Delhi,29,Male,2
Bachelors,2016,Bangalore,29,Male,2
Bachelors,2014,Pune,28,Female,2
Bachelors,2017,New Delhi,26,Male,4
Bachelors,2018,Pune,28,Male,1
Bachelors,2016,Pune,29,Male,1
Bachelors,2015,Pune,26,Female,4
Masters,2017,Bangalore,27,Male,5
Masters,2017,New Delhi,26,Male,4
Masters,2013,New Delhi,26,Female,4
Bachelors,2017,Bangalore,29,Male,1
Masters,2013,New Delhi,27,Female,5
Bachelors,2012,Pune,30,Female,2
Bachelors,2013,New Delhi,26,Male,4
Bachelors,2015,Pune,28,Female,1
Bachelors,2013,New Delhi,27,Male,5
Bachelors,2015,Pune,29,Female,2
Bachelors,2012,Bangalore,27,Female,5
Bachelors,2012,Bangalore,28,Male,2
Bachelors,2015,New Delhi,26,Male,4
Bachelors,2017,New Delhi,28,Female,1
Bachelors,2013,Bangalore,27,Male,5
Masters,2014,Bangalore,28,Male,1
Bachelors,2015,Bangalore,29,Male,1
Bachelors,2017,New Delhi,27,Female,5
Bachelors,2012,Bangalore,27,Male,5
Masters,2017,New Delhi,30,Male,2
Bachelors,2015,Bangalore,28,Female,2
Masters,2017,Bangalore,27,Male,5
Bachelors,2015,Bangalore,27,Male,5
Bachelors,2018,Bangalore,27,Male,5
Masters,2017,Pune,30,Male,1
Bachelors,2013,Pune,29,Male,2
Bachelors,2013,Pune,29,Male,2
Bachelors,2012,Pune,27,Male,5
Bachelors,2015,Pune,30,Female,1
Bachelors,2015,Pune,29,Female,2
Masters,2018,Pune,26,Male,4
Masters,2013,Bangalore,29,Female,2
Bachelors,2014,Bangalore,28,Male,2
Bachelors,2015,Bangalore,30,Male,1
Bachelors,2015,Pune,27,Female,5
Bachelors,2014,Bangalore,28,Female,1
Masters,2015,New Delhi,27,Male,5
Masters,2017,New Delhi,26,Male,4
Bachelors,2018,Bangalore,28,Male,1
Bachelors,2015,New Delhi,28,Female,2
Bachelors,2013,Bangalore,27,Male,5
Bachelors,2013,Pune,26,Female,4
Masters,2017,New Delhi,30,Male,2
Bachelors,2015,Bangalore,28,Female,1
Bachelors,2013,Bangalore,27,Male,5
Bachelors,2012,Bangalore,26,Male,4
Bachelors,2018,Bangalore,28,Male,2
Masters,2017,New Delhi,28,Male,2
Bachelors,2015,Bangalore,29,Male,2
Bachelors,2012,New Delhi,30,Male,1
Masters,2016,Pune,30,Male,1
Bachelors,2014,Pune,30,Male,1
Bachelors,2018,Bangalore,26,Male,4
Masters,2017,Bangalore,26,Male,4
Bachelors,2012,New Delhi,27,Female,5
Bachelors,2018,Bangalore,26,Female,4
PHD,2014,Bangalore,27,Male,5
Masters,2017,New Delhi,26,Male,4
Bachelors,2013,Bangalore,30,Female,1
Bachelors,2012,Bangalore,30,Female,2
Masters,2018,New Delhi,26,Male,4
Bachelors,2013,Bangalore,28,Female,1
Bachelors,2017,Bangalore,30,Male,1
Masters,2017,Pune,30,Female,2
PHD,2016,Bangalore,27,Male,5
Bachelors,2016,New Delhi,28,Female,2
Bachelors,2015,Pune,29,Female,1
Bachelors,2013,Bangalore,27,Female,5
Masters,2014,Pune,27,Male,5
Masters,2017,New Delhi,26,Female,4
Masters,2017,New Delhi,30,Female,1
Masters,2018,New Delhi,27,Female,5
Bachelors,2017,Pune,29,Male,1
Masters,2014,New Delhi,29,Male,1
Bachelors,2015,Pune,30,Female,2
Bachelors,2014,Bangalore,30,Male,2
Masters,2018,New Delhi,30,Female,2
Bachelors,2017,Bangalore,29,Male,1
Bachelors,2016,Pune,28,Male,2
Bachelors,2018,Bangalore,26,Female,4
Bachelors,2014,Bangalore,28,Female,2
Masters,2017,New Delhi,29,Female,2
Masters,2013,New Delhi,26,Male,4
Bachelors,2017,New Delhi,28,Female,1
Bachelors,2016,Bangalore,30,Female,1
PHD,2015,Pune,27,Male,5
Bachelors,2016,Bangalore,29,Male,2
Bachelors,2014,Pune,28,Female,2
Bachelors,2016,Bangalore,26,Male,4
Masters,2017,New Delhi,30,Female,2
PHD,2013,New Delhi,30,Female,2
Bachelors,2015,Bangalore,29,Male,2
Bachelors,2017,Bangalore,28,Male,2
Bachelors,2015,Bangalore,29,Male,2
Bachelors,2015,Pune,26,Female,4
Bachelors,2013,Bangalore,28,Male,1
Bachelors,2015,Pune,29,Female,2
Bachelors,2013,Bangalore,26,Male,4
Masters,2014,Pune,30,Male,2
Masters,2017,Pune,30,Male,2
Bachelors,2017,Pune,27,Male,5
Bachelors,2014,New Delhi,28,Female,2
Bachelors,2014,New Delhi,27,Female,5
Bachelors,2015,Pune,29,Female,1
Bachelors,2013,Pune,26,Male,4
Bachelors,2014,New Delhi,30,Male,1
Bachelors,2013,Pune,26,Male,4
Bachelors,2016,Bangalore,26,Male,4
Masters,2017,New Delhi,28,Female,2
Masters,2017,New Delhi,27,Male,5
Bachelors,2017,Pune,29,Female,1
Masters,2017,New Delhi,28,Female,1
Bachelors,2017,New Delhi,26,Male,4
Bachelors,2014,Bangalore,29,Female,1
Bachelors,2012,Bangalore,28,Male,1
Bachelors,2016,Bangalore,27,Male,5
Bachelors,2012,Bangalore,28,Female,1
Masters,2015,Pune,30,Female,2
Masters,2017,New Delhi,28,Male,2
Masters,2015,Pune,29,Female,1
Masters,2015,Bangalore,26,Male,4
Bachelors,2013,Bangalore,26,Male,4
Bachelors,2017,Bangalore,29,Female,1
Bachelors,2017,Bangalore,27,Male,5
Bachelors,2014,New Delhi,29,Female,2
Bachelors,2017,New Delhi,27,Female,5
Masters,2017,Pune,28,Female,2
Masters,2013,New Delhi,27,Female,5
Masters,2017,New Delhi,27,Male,5
Bachelors,2013,Bangalore,30,Male,2
Bachelors,2015,Pune,27,Female,5
Bachelors,2014,Bangalore,26,Male,4
Bachelors,2015,Bangalore,27,Female,5
Bachelors,2015,Bangalore,30,Male,2
Masters,2017,Bangalore,27,Male,5
Bachelors,2017,Bangalore,30,Male,2
Bachelors,2016,Pune,30,Female,2
Masters,2016,Pune,27,Female,5
Bachelors,2012,Bangalore,26,Male,4
Bachelors,2014,Bangalore,27,Male,5
Bachelors,2015,Pune,29,Female,2
Bachelors,2013,New Delhi,26,Male,4
Bachelors,2015,Pune,29,Female,2
Bachelors,2013,Pune,28,Male,2
Bachelors,2013,Pune,27,Male,5
Masters,2014,New Delhi,28,Male,1
Bachelors,2016,New Delhi,27,Female,5
Bachelors,2016,New Delhi,29,Female,2
Masters,2018,New Delhi,26,Female,4
Bachelors,2015,Bangalore,27,Female,5
Bachelors,2013,Pune,27,Female,5
Bachelors,2014,New Delhi,28,Female,2
Bachelors,2014,Bangalore,27,Male,5
Bachelors,2016,Bangalore,29,Female,1
Bachelors,2012,Bangalore,29,Female,1
Bachelors,2018,Bangalore,29,Male,2
Bachelors,2012,Pune,30,Male,1
Bachelors,2013,Bangalore,30,Male,1
Bachelors,2014,Bangalore,27,Male,5
Bachelors,2015,New Delhi,29,Female,1
Bachelors,2014,Bangalore,30,Female,1
Bachelors,2014,Pune,28,Male,2
Bachelors,2015,Pune,27,Female,5
Bachelors,2016,Bangalore,30,Male,1
Bachelors,2016,Pune,26,Female,4
Bachelors,2018,New Delhi,27,Female,5
Bachelors,2015,Bangalore,26,Male,4
Masters,2017,New Delhi,27,Male,5
Bachelors,2015,Bangalore,26,Male,4
Bachelors,2017,Pune,26,Female,4
Bachelors,2012,Pune,27,Male,5
Bachelors,2016,Bangalore,26,Male,4
PHD,2017,Bangalore,28,Female,1
Bachelors,2015,Pune,29,Female,1
Masters,2014,New Delhi,30,Male,2
Bachelors,2013,Pune,26,Male,4
Bachelors,2012,Bangalore,27,Male,5
Bachelors,2015,Pune,28,Male,1
Bachelors,2013,Bangalore,26,Male,4
Bachelors,2013,New Delhi,26,Male,4
Masters,2012,New Delhi,30,Male,2
PHD,2013,New Delhi,27,Male,5
Bachelors,2012,Bangalore,27,Male,5
Bachelors,2018,Bangalore,30,Male,1
Bachelors,2012,Bangalore,26,Female,4
Masters,2017,New Delhi,29,Female,2
Bachelors,2014,Bangalore,29,Male,2
Bachelors,2017,New Delhi,28,Male,1
Bachelors,2015,Pune,26,Female,4
Bachelors,2018,Bangalore,27,Female,5
Bachelors,2014,Bangalore,28,Male,1
Bachelors,2016,Bangalore,28,Male,1
Bachelors,2014,Pune,26,Male,4
Bachelors,2012,Pune,26,Male,4
Bachelors,2015,Bangalore,28,Male,2
Bachelors,2014,Bangalore,28,Male,1
Bachelors,2016,Bangalore,27,Male,5
PHD,2012,New Delhi,29,Female,2
Bachelors,2013,Bangalore,30,Female,2
Bachelors,2016,Bangalore,26,Male,4
Bachelors,2014,Pune,28,Male,1
Masters,2013,New Delhi,26,Male,4
Bachelors,2017,Bangalore,27,Male,5
Bachelors,2013,Pune,27,Female,5
PHD,2015,New Delhi,28,Male,2
Masters,2017,Pune,28,Male,2
Bachelors,2014,Pune,28,Male,4
Bachelors,2016,Bangalore,29,Female,1
Bachelors,2017,Bangalore,26,Female,4
Bachelors,2015,Bangalore,30,Male,0
Masters,2012,New Delhi,30,Male,2
Bachelors,2012,Bangalore,30,Female,0
Bachelors,2014,New Delhi,27,Female,5
Bachelors,2017,New Delhi,28,Female,0
Bachelors,2012,Pune,26,Male,4
Bachelors,2015,Pune,29,Female,3
Masters,2017,Pune,30,Male,0
Bachelors,2013,New Delhi,26,Male,4
Masters,2014,Pune,30,Male,0
Bachelors,2013,Pune,29,Male,2
Bachelors,2017,Bangalore,28,Male,3
Masters,2018,New Delhi,27,Male,5
Masters,2017,New Delhi,26,Female,4
Bachelors,2012,Bangalore,30,Female,0
Bachelors,2012,Bangalore,29,Female,4
Bachelors,2014,Bangalore,29,Male,1
Bachelors,2016,Bangalore,27,Male,5
Bachelors,2015,Bangalore,28,Male,4
Bachelors,2014,Bangalore,26,Male,4
Bachelors,2016,Pune,29,Male,5
Bachelors,2014,Bangalore,29,Male,0
Masters,2013,Bangalore,30,Male,5
Bachelors,2017,New Delhi,30,Female,3
Bachelors,2014,Bangalore,27,Male,5
PHD,2015,Pune,30,Female,4
Masters,2014,Bangalore,30,Male,4
Masters,2017,New Delhi,27,Male,5
Bachelors,2013,Pune,30,Male,0
Masters,2017,Pune,30,Male,0
Masters,2017,New Delhi,29,Female,2
Masters,2017,New Delhi,29,Male,2
Bachelors,2014,Bangalore,27,Male,5
Bachelors,2012,Bangalore,27,Female,5
Bachelors,2017,Bangalore,27,Male,5
Masters,2018,New Delhi,30,Female,4
Bachelors,2015,Bangalore,29,Female,1
Bachelors,2014,Pune,26,Female,4
Masters,2016,Pune,28,Male,2
Bachelors,2015,New Delhi,28,Female,4
Bachelors,2015,Bangalore,30,Male,0
Bachelors,2014,Bangalore,28,Female,3
Bachelors,2017,Bangalore,28,Male,4
Bachelors,2013,Bangalore,26,Male,4
Bachelors,2015,Bangalore,28,Female,0
Bachelors,2015,Pune,28,Female,2
Masters,2013,Pune,27,Female,5
Bachelors,2016,Bangalore,27,Male,5
Bachelors,2012,Pune,29,Male,1
Bachelors,2015,Pune,28,Female,0
Bachelors,2018,Pune,30,Male,3
Bachelors,2016,Bangalore,29,Male,5
Masters,2013,New Delhi,27,Female,5
Masters,2017,New Delhi,30,Male,2
Bachelors,2012,New Delhi,26,Male,4
Bachelors,2016,Bangalore,30,Male,2
Bachelors,2017,New Delhi,29,Male,3
Bachelors,2017,Pune,28,Male,3
Bachelors,2013,Bangalore,27,Male,5
Bachelors,2013,Bangalore,29,Male,4
Bachelors,2013,Bangalore,30,Male,5
Bachelors,2015,Bangalore,26,Male,4
Bachelors,2015,Pune,26,Female,4
Bachelors,2012,Bangalore,29,Male,2
Masters,2015,Bangalore,28,Male,0
Bachelors,2014,New Delhi,29,Female,2
Masters,2015,Pune,29,Female,4
Bachelors,2013,Bangalore,27,Male,5
Bachelors,2013,Pune,27,Female,5
Bachelors,2017,Bangalore,30,Male,1
Masters,2014,Pune,30,Male,2
Bachelors,2015,New Delhi,28,Female,4
Bachelors,2013,Bangalore,26,Female,4
Bachelors,2014,Bangalore,28,Male,5
Bachelors,2017,Bangalore,28,Female,0
Bachelors,2016,Bangalore,27,Male,5
Bachelors,2013,Bangalore,28,Male,5
Masters,2013,New Delhi,30,Male,2
Masters,2013,New Delhi,29,Female,2
Bachelors,2017,Bangalore,26,Male,4
Bachelors,2015,Pune,28,Male,3
Bachelors,2013,Bangalore,29,Male,2
Masters,2017,New Delhi,28,Female,2
Masters,2017,New Delhi,30,Female,2
PHD,2013,New Delhi,27,Female,5
Bachelors,2016,Pune,26,Male,4
Bachelors,2017,New Delhi,26,Female,4
Bachelors,2016,Bangalore,28,Female,1
Bachelors,2017,Pune,27,Female,5
Bachelors,2012,Bangalore,27,Female,5
Bachelors,2014,Bangalore,26,Male,4
Bachelors,2016,Bangalore,27,Male,5
Bachelors,2015,Bangalore,27,Female,5
Bachelors,2015,Pune,29,Male,1
Bachelors,2018,Bangalore,26,Male,4
Bachelors,2012,Bangalore,26,Female,4
Bachelors,2017,Bangalore,27,Male,5
Bachelors,2015,Pune,30,Female,0
Bachelors,2017,Bangalore,30,Male,3
PHD,2012,New Delhi,29,Male,5
Bachelors,2016,Pune,29,Male,5
Bachelors,2014,Bangalore,26,Female,4
PHD,2014,New Delhi,28,Female,0
Bachelors,2018,Bangalore,28,Male,1
Bachelors,2013,New Delhi,27,Female,5
Bachelors,2013,Bangalore,28,Male,2
Bachelors,2018,Bangalore,29,Male,0
Bachelors,2016,Bangalore,29,Male,3
Bachelors,2018,Pune,30,Female,2
Bachelors,2013,Bangalore,26,Male,4
Bachelors,2014,Pune,29,Male,3
Bachelors,2013,Pune,30,Male,4
Masters,2015,New Delhi,29,Male,2
Bachelors,2018,Pune,27,Male,5
Bachelors,2016,Bangalore,28,Male,2
Bachelors,2015,Bangalore,29,Male,1
Bachelors,2016,Bangalore,30,Male,0
Bachelors,2016,Bangalore,28,Female,1
Bachelors,2017,New Delhi,26,Female,4
Bachelors,2014,Pune,29,Female,1
PHD,2013,New Delhi,30,Female,2
Bachelors,2016,Bangalore,28,Male,3
Bachelors,2015,Bangalore,28,Male,1
Bachelors,2016,Pune,28,Male,5
Bachelors,2017,Pune,28,Female,1
Bachelors,2015,Bangalore,30,Male,4
Masters,2012,New Delhi,27,Male,5
Masters,2017,New Delhi,29,Female,2
Bachelors,2018,New Delhi,29,Female,2
Bachelors,2018,Bangalore,29,Male,0
Bachelors,2012,Bangalore,28,Female,0
Bachelors,2015,Pune,28,Female,0
Masters,2017,New Delhi,27,Female,5
Bachelors,2018,Pune,28,Female,5
Bachelors,2016,Pune,28,Male,1
Bachelors,2014,Bangalore,26,Male,4
Bachelors,2014,New Delhi,29,Female,3
Masters,2014,Pune,26,Male,4
Bachelors,2017,Pune,27,Male,5
Bachelors,2013,Pune,30,Male,4
Bachelors,2015,Bangalore,30,Male,3
Bachelors,2012,Bangalore,29,Male,2
Bachelors,2014,Pune,26,Male,4
Bachelors,2013,Bangalore,26,Female,4
Masters,2017,New Delhi,30,Female,2
Bachelors,2012,Pune,29,Male,0
Bachelors,2015,Pune,30,Female,0
Bachelors,2017,Bangalore,28,Male,3
Bachelors,2013,Bangalore,28,Male,5
Bachelors,2017,Pune,30,Female,4
Bachelors,2017,Pune,28,Male,5
Bachelors,2014,New Delhi,27,Female,5
Bachelors,2012,Bangalore,28,Female,2
Bachelors,2013,Bangalore,29,Female,5
Bachelors,2012,Bangalore,27,Female,5
Bachelors,2017,Pune,28,Female,3
Bachelors,2015,Bangalore,29,Male,4
Bachelors,2013,Bangalore,30,Male,0
PHD,2018,Bangalore,28,Male,2
Bachelors,2015,Pune,28,Female,3
Bachelors,2015,Bangalore,27,Male,5
Bachelors,2015,Bangalore,30,Female,3
Bachelors,2012,Bangalore,29,Male,5
Bachelors,2012,Bangalore,27,Female,5
Bachelors,2015,Bangalore,26,Female,4
Bachelors,2016,Pune,27,Male,5
Bachelors,2013,Bangalore,27,Female,5
Bachelors,2013,Pune,28,Male,0
Bachelors,2014,Pune,29,Male,1
